"","Gene 1","Gene 2","T-value"
"188","ENSG00000137101","ENSG00000269404","29.6378900702384"
"189","ENSG00000137101","ENSG00000177455","24.0195497731501"
"190","ENSG00000137101","ENSG00000132185","23.6528381484217"
"191","ENSG00000137101","ENSG00000128218","14.0044480075667"
"192","ENSG00000137101","ENSG00000100721","7.48930136289222"
"193","ENSG00000137441","ENSG00000180739","12.9736949160535"
"194","ENSG00000137462","ENSG00000136869","82.4941078785237"
"195","ENSG00000137462","ENSG00000198053","1.45681033305017"
"196","ENSG00000137628","ENSG00000111335","15.5383365458294"
"197","ENSG00000137628","ENSG00000185745","9.55659192317329"
"198","ENSG00000137959","ENSG00000160932","35.4319568991891"
"199","ENSG00000137959","ENSG00000111335","22.5298078831788"
"200","ENSG00000137959","ENSG00000138646","17.0302195961499"
"201","ENSG00000137959","ENSG00000119917","16.2543697056573"
"202","ENSG00000137959","ENSG00000185745","15.8909107898578"
"203","ENSG00000137965","ENSG00000132530","9.6456503686558"
"204","ENSG00000137965","ENSG00000111335","8.11943341674526"
"205","ENSG00000137965","ENSG00000111331","7.42005807853066"
"206","ENSG00000137965","ENSG00000187608","6.33067347668943"
"207","ENSG00000137965","ENSG00000126709","2.55307599280754"
"208","ENSG00000138496","ENSG00000111335","20.4893844243782"
"209","ENSG00000138496","ENSG00000134326","14.577714525376"
"210","ENSG00000138496","ENSG00000126709","9.51824352599701"
"211","ENSG00000138496","ENSG00000115415","8.1091465173099"
"212","ENSG00000138496","ENSG00000115267","7.20843719513669"
"213","ENSG00000138646","ENSG00000137959","17.0302195961499"
"214","ENSG00000138646","ENSG00000135114","11.1533642638933"
"215","ENSG00000138646","ENSG00000133106","8.78595703600121"
"216","ENSG00000138646","ENSG00000134321","8.73709647297838"
"217","ENSG00000138646","ENSG00000119917","7.04701904409058"
"218","ENSG00000138795","ENSG00000126353","14.7406652495246"
"219","ENSG00000141526","ENSG00000114268","7.51094732146207"
"220","ENSG00000143416","ENSG00000166947","7.09595783828597"
"221","ENSG00000143416","ENSG00000004939","4.03671958510166"
"222","ENSG00000143774","ENSG00000167671","21.9579843327987"
"223","ENSG00000143774","ENSG00000063854","1.46436329326151"
"224","ENSG00000144655","ENSG00000087074","27.1570126982814"
"225","ENSG00000144655","ENSG00000171223","10.5237613117922"
"226","ENSG00000144677","ENSG00000180354","31.7557065399097"
"227","ENSG00000144677","ENSG00000173210","23.6990475250177"
"228","ENSG00000144677","ENSG00000082781","16.5363244439953"
"229","ENSG00000144677","ENSG00000095303","9.67681901020085"
"230","ENSG00000144677","ENSG00000198478","5.86645813399694"
"231","ENSG00000145335","ENSG00000082146","44.1763187785845"
"232","ENSG00000145439","ENSG00000122435","60.6962276183036"
"233","ENSG00000148346","ENSG00000012223","3.31085815576287"
"234","ENSG00000148841","ENSG00000120709","11.8124744970628"
"235","ENSG00000149564","ENSG00000161911","39.5022945111478"
"236","ENSG00000149564","ENSG00000166091","19.8179166523589"
"237","ENSG00000150687","ENSG00000134539","19.9303360430506"
"238","ENSG00000151726","ENSG00000103569","13.4050289261516"
"239","ENSG00000151948","ENSG00000100365","42.4645961369215"
"240","ENSG00000153064","ENSG00000163534","33.3634958922372"
"241","ENSG00000153064","ENSG00000120278","21.5668184573416"
"242","ENSG00000153130","ENSG00000075089","17.4004135510318"
"243","ENSG00000154146","ENSG00000005961","32.3858445771645"
"244","ENSG00000154146","ENSG00000161911","22.4959876200125"
"245","ENSG00000154146","ENSG00000169704","17.1483466591253"
"246","ENSG00000154146","ENSG00000166091","14.9637490136964"
"247","ENSG00000154146","ENSG00000111644","12.8022079862138"
"248","ENSG00000156587","ENSG00000111335","40.6763785399108"
"249","ENSG00000156587","ENSG00000133106","5.1544354099425"
"250","ENSG00000156738","ENSG00000165209","28.9358521355228"
"251","ENSG00000157601","ENSG00000183486","128.466932656064"
"252","ENSG00000157601","ENSG00000068079","8.78579859986608"
"253","ENSG00000157601","ENSG00000126709","8.58344964892521"
"254","ENSG00000158578","ENSG00000082146","5.95156908734991"
"255","ENSG00000158578","ENSG00000013306","1.26491163818485"
"256","ENSG00000159958","ENSG00000136573","11.500531696335"
"257","ENSG00000160932","ENSG00000137959","35.4319568991891"
"258","ENSG00000160932","ENSG00000126709","8.80495999497546"
"259","ENSG00000160932","ENSG00000068079","1.07476064989485"
"260","ENSG00000161048","ENSG00000122435","20.1978799851351"
"261","ENSG00000161911","ENSG00000111644","217.985189032909"
"262","ENSG00000161911","ENSG00000259207","63.8641246700336"
"263","ENSG00000161911","ENSG00000169704","53.3817810493825"
"264","ENSG00000161911","ENSG00000149564","39.5022945111478"
"265","ENSG00000161911","ENSG00000166091","23.5214411045302"
"266","ENSG00000162654","ENSG00000115415","15.1853117966063"
"267","ENSG00000162654","ENSG00000117228","6.63671224082029"
"268","ENSG00000162894","ENSG00000126353","13.6792321208637"
"269","ENSG00000163104","ENSG00000047932","4.39691642786298"
"270","ENSG00000163534","ENSG00000153064","33.3634958922372"
"271","ENSG00000163694","ENSG00000133961","4.58678055251055"
"272","ENSG00000163714","ENSG00000122482","9.00421684708203"
"273","ENSG00000163840","ENSG00000115415","14.2748167280387"
"274","ENSG00000163840","ENSG00000138496","4.41471325483879"
